transaction_date,narration,transaction_amount,balance,transaction_type
18/04/2017,Zenith POS Settlement for 18/04/2017,17700.0,3815276.49,CREDIT
18/04/2017,Zenith POS Settlement Comm for18/04/2017,40.0,4915236.49,CREDIT
18/04/2017,ISW CHARGE:ISW/135603468500/1014794871/Mix//NUTRICHEM PROCUREMENT NIGLTD,100.0,4915136.49,DEBIT
18/04/2017,ISW CHARGE:ISW/135603469833/1014794871/Instal//OGAR CLEMENT OGABOR,100.0,4915036.49,DEBIT
18/04/2017,ISW CHARGE:ISW/135603470254/1014794871/Refill//UGWU EBENEZER,100.0,4914936.49,DEBIT
18/04/2017,Zenith POS Settlement Comm for18/04/2017,221.25,4914715.24,DEBIT
18/04/2017,ISW/135603469833/1014794871/Instal//OGAR CLEMENT OGABOR,20000.0,4894715.24,DEBIT
18/04/2017,ISW/135603470254/1014794871/Refill//UGWU EBENEZER,49500.0,4845215.24,DEBIT
18/04/2017,ISW/135603468500/1014794871/Mix//NUTRICHEM PROCUREMENT NIGLTD,634500.0,4210715.24,DEBIT
19/04/2017,NEFT/UNIFIED PAYMENTS/VISAPayment 18Apr,1191.0,4211906.24,CREDIT
19/04/2017,NEFT/INTERSWITCHNG/Goodsandservices19042,2084.25,4213990.49,CREDIT
19/04/2017,NEFT/INTERSWITCHNG/Goodsandservices16042,13101.0,4227091.49,CREDIT
19/04/2017,DS4159240/CD RUTH BABA,325000.0,4552091.49,CREDIT
20/04/2017,Rvsl:ISW CHARGE:ISW/135603475369/1014794871/Cable//ANEKE CHIJIOKE VAL,100.0,4552191.49,CREDIT
20/04/2017,NEFT/INTERSWITCHNG/Goodsandservices20042,2183.5,4554374.99,CREDIT
20/04/2017,Zenith POS Settlement for 20/04/2017,5300.0,4559674.99,CREDIT
20/04/2017,Rvsl:ISW/135603475369/1014794871/Cable//ANEKE CHIJIOKE VAL,11500.0,4571174.99,CREDIT
20/04/2017,Zenith POS Settlement Comm for20/04/2017,66.25,4571108.74,DEBIT
20/04/2017,ISW CHARGE:ISW/135603475010/1014794871/NEPA//JULIUS A OBARO,100.0,4570908.74,CREDIT
20/04/2017,ISW CHARGE:ISW/135603475369/1014794871/Cable//ANEKE CHIJIOKE VAL,100.0,4570808.74,DEBIT
20/04/2017,ISW/135603475369/1014794871/Cable//ANEKE CHIJIOKE VAL,11500.0,4559308.74,DEBIT
20/04/2017,ISW/135603475010/1014794871/NEPA//JULIUS A OBARO,30500.0,4528808.74,DEBIT
20/04/2017,ISW/135603475003/1014794871/Bread nylon//VIVO & TECH INDUSTRIESLTD,125000.0,4403808.74,DEBIT
21/04/2017,Zenith POS Settlement for 21/04/2017,2800.0,4406608.74,CREDIT
21/04/2017,NEFT/INTERSWITCHNG/Goodsandservices21042,6352.0,4412960.74,CREDIT
21/04/2017,Zenith POS Settlement Comm for21/04/2017,35.0,4412925.74,DEBIT
21/04/2017,ISW CHARGE:ISW/135603477662/1014794871/Eggs//LYDIA A OKUTEPA,100.0,4412825.74,DEBIT
21/04/2017,ISW CHARGE:ISW/135603478713/1014794871/Truck load//Ottah alexander,100.0,4412725.74,DEBIT
21/04/2017,ISW CHARGE:ISW/135603479324/1014794871/Forwork//AHMODU UMAR,100.0,4412625.74,DEBIT
21/04/2017,Interbank + VAT Charge,105.0,4412520.74,DEBIT
21/04/2017,SMS Notification Charge Apr 2017,324.0,4412196.74,DEBIT
21/04/2017,STAMP DUTY CHARGE,800.0,4411396.74,DEBIT
21/04/2017,ISW/135603479324/1014794871/Forwork//AHMODU UMAR,7500.0,4403896.74,DEBIT
21/04/2017,ISW/135603478713/1014794871/Truck load//Ottah alexander,13000.0,4390896.74,DEBIT
21/04/2017,ISW/135603477662/1014794871/Eggs//LYDIA A OKUTEPA,13500.0,4377396.74,DEBIT
21/04/2017,Duste and gwarimpa refill//NEFT TRFTO UGWU EBENEZER,67500.0,4309896.74,DEBIT
23/04/2017,6SACKS//TRF TO SAYED FARMSLTD-ABUJA A/C,140150.0,3707946.74,CREDIT
24/04/2017,"Rvsl:ISW CHARGE:ISW/135603485039/1014794871/Diesel//OBIEKEZIE,GODFRF0578",100.0,3708046.74,CREDIT
24/04/2017,Zenith POS Settlement for 24/04/2017,3800.0,3711846.74,CREDIT
24/04/2017,NEFT/INTERSWITCHNG/Goodsandservices24042,4565.5,3716412.24,CREDIT
24/04/2017,NEFT/UNIFIED PAYMENTS/VISAPayment 23Apr,8237.75,3724649.99,CREDIT
24/04/2017,NEFT/UNIFIED PAYMENTS/VISAPayment 24Apr,8783.62,3733433.61,CREDIT
24/04/2017,NEFT/INTERSWITCHNG/Goodsandservices22042,14788.25,3748221.86,CREDIT
24/04/2017,NEFT/INTERSWITCHNG/Goodsandservices23042,16326.63,3764548.49,CREDIT
24/04/2017,"Rvsl:ISW/135603485039/1014794871/Diesel//OBIEKEZIE,GODFRF0578",31920.0,3796468.49,CREDIT
24/04/2017,cd/ruth baba 342423,650550.0,4447018.49,CREDIT
24/04/2017,Zenith POS Settlement Comm for24/04/2017,47.5,4446970.99,DEBIT
24/04/2017,"ISW CHARGE:ISW/135603483337/1014794871/Service//THOMAS, GODWIN",100.0,4446870.99,DEBIT
24/04/2017,"ISW CHARGE:ISW/135603485039/1014794871/Diesel//OBIEKEZIE,GODFRF0578",100.0,4446770.99,DEBIT
24/04/2017,ISW CHARGE:ISW/135603485058/1014794871/Iteams//SUNDAY MICHIKA JOHN,100.0,4446670.99,DEBIT
24/04/2017,"ISW/135603483337/1014794871/Service//THOMAS, GODWIN",12000.0,4434670.99,DEBIT
24/04/2017,"ISW/135603485039/1014794871/Diesel//OBIEKEZIE,GODFRF0578",31920.0,4402750.99,DEBIT
24/04/2017,ISW/135603485058/1014794871/Iteams//SUNDAY MICHIKA JOHN,180300.0,4222450.99,DEBIT
25/04/2017,NEFT/INTERSWITCHNG/Goodsandservices25042,4069.25,4226520.24,CREDIT
25/04/2017,CD4020092/RUTH BABA,300820.0,4527340.24,CREDIT
26/04/2017,NEFT/INTERSWITCHNG/Goodsandservices26042,1091.75,4528431.99,CREDIT
26/04/2017,4154073/ CD RUTH BABA,50000.0,4581631.99,CREDIT
26/04/2017,Zenith POS Settlement Comm for26/04/2017,40.0,4581591.99,DEBIT
26/04/2017,ISW CHARGE:ISW/135603491751/1014794871/24th& 26th refill//UGWU EBENEZER,100.0,4581491.99,DEBIT
26/04/2017,ISW/135603491751/1014794871/24th& 26th refill//UGWU EBENEZER,81000.0,4500491.99,DEBIT
27/04/2017,Zenith POS Settlement for 27/04/2017,1100.0,4501591.99,CREDIT
27/04/2017,NEFT/UNIFIED PAYMENTS/VISAPayment 27Apr,1985.0,4503576.99,CREDIT
27/04/2017,NEFT/INTERSWITCHNG/Goodsandservices27042,3275.25,4506852.24,CREDIT
27/04/2017,D4S159418/CD RUTH BABA,220000.0,4726852.24,CREDIT
27/04/2017,Zenith POS Settlement Comm for27/04/2017,13.75,4726838.49,DEBIT
28/04/2017,Zenith POS Settlement for 28/04/2017,2300.0,4729138.49,CREDIT
28/04/2017,NEFT/INTERSWITCHNG/Goodsandservices28042,4466.25,4733604.74,CREDIT
28/04/2017,NEFT/UNIFIED PAYMENTS/VISAPayment 28Apr,10123.5,4743728.24,CREDIT
28/04/2017,D41S53420/CD RUTH BABA,342800.0,5086528.24,CREDIT
28/04/2017,Zenith POS Settlement Comm for28/04/2017,28.75,5086499.49,DEBIT
28/04/2017,STAMP DUTY CHARGE,1000.0,5085499.49,DEBIT
30/04/2017,Acct Maint. Fee + VAT,3532.93,5081966.56,CREDIT
01/05/2017,ISW CHARGE:ISW/135603507200/1014794871/Sausage and crocker//IKECHUKWU,100.0,5081866.56,DEBIT
01/05/2017,ISW/135603507200/1014794871/Sausage and crocker//IKECHUKWU,54000.0,5027866.56,DEBIT
02/05/2017,NEFT/INTERSWITCHNG/Goodsandservices01052,4664.75,5032531.31,CREDIT
02/05/2017,NEFT/UNIFIED PAYMENTS/POSPayment 01May2,5359.5,5037890.81,CREDIT
02/05/2017,NEFT/INTERSWITCHNG/Goodsandservices30042,7543.0,5045433.81,CREDIT
02/05/2017,Zenith POS Settlement for 02/05/2017,11300.0,5056733.81,CREDIT
02/05/2017,NEFT/INTERSWITCHNG/Goodsandservices29042,26499.75,5096334.56,CREDIT
02/05/2017,DS 0979740/CD RUTH BABA,1080120.0,6176454.56,CREDIT
02/05/2017,Zenith POS Settlement Comm for02/05/2017,141.25,6176313.31,DEBIT
02/05/2017,ICE CREAM FLAVOURS//TRF TODORIS U OGBONNA,85412.25,6090901.06,DEBIT
02/05/2017,6BAGS LAPS//TRF TO SAYEDFARMS LTD-ABUJA A/C,132720.0,5958181.06,DEBIT
03/05/2017,NEFT/INTERSWITCHNG/Goodsandservices03052,17269.5,5975450.56,CREDIT
03/05/2017,DS4049663/CD RUTH BABA,160000.0,6135450.56,CREDIT
03/05/2017,NIP/GTB/ONOJASON  GABRIELOJONUGWA/NIP FROM ONOJASONGABRIEL OJONUGWA TO WOW BA,175000.0,6310450.56,CREDIT
04/05/2017,Rvsl:ISW CHARGE:ISW/135603519783/1014794871/Local suya chicken//GAZALI BARAU,100.0,6310550.56,CREDIT
04/05/2017,NEFT/INTERSWITCHNG/Goodsandservices04052,992.5,6311543.06,CREDIT
04/05/2017,NEFT/UNIFIED PAYMENTS/POSPayment 04May2,1191.0,6312734.06,CREDIT
04/05/2017,Zenith POS Settlement for 04/05/2017,3800.0,6316534.06,CREDIT
04/05/2017,Rvsl:ISW/135603519783/1014794871/Local suya chicken//GAZALI BARAU,42500.0,6359034.06,CREDIT
04/05/2017,DS1011055 CD/ RUTH BABA,400000.0,6759034.06,CREDIT
04/05/2017,Zenith POS Settlement Comm for04/05/2017,47.5,6758986.56,DEBIT
04/05/2017,ISW CHARGE:ISW/135603517831/1014794871/Services//A.Y. USMAN CONSULTINGLIMITED,100.0,6758886.56,DEBIT
04/05/2017,ISW CHARGE:ISW/135603517901/1014794871/Keyboard//KALU .L. CHIKA,100.0,6758786.56,DEBIT
04/05/2017,ISW CHARGE:ISW/135603519778/1014794871/150bags//IBRAHIM  BAKO,100.0,6758686.56,DEBIT
04/05/2017,ISW/135603517831/1014794871/Services//A.Y. USMAN CONSULTINGLIMITED,20000.0,6738586.56,CREDIT
04/05/2017,ISW/135603517901/1014794871/Keyboard//KALU .L. CHIKA,40000.0,6698586.56,DEBIT
04/05/2017,ISW/135603519783/1014794871/Local suya chicken//GAZALI BARAU,42500.0,6656086.56,DEBIT
04/05/2017,MOORE BUTTER//TRF TO    EVMIRACLE BAKERS COMPANY NIGLTD,103500.0,6552586.56,DEBIT
04/05/2017,ISW/135603519778/1014794871/150bags//IBRAHIM  BAKO,1426500.0,5126086.56,DEBIT
05/05/2017,Rvsl:ISW CHARGE:ISW/135603521258/1014794871/Local syua chicken//GAZALI BARAU,100.0,5126186.56,CREDIT
05/05/2017,Zenith POS Settlement for 05/05/2017,1100.0,5127286.56,CREDIT
05/05/2017,NEFT/INTERSWITCHNG/Goodsandservices05052,2580.5,5129867.06,CREDIT
05/05/2017,Rvsl:ISW/135603521258/1014794871/Local syua chicken//GAZALI BARAU,42500.0,5172367.06,CREDIT
05/05/2017,DS1015955/CD/ PIUS ISHAKU,222725.0,5395092.06,CREDIT
05/05/2017,Zenith POS Settlement Comm for05/05/2017,13.75,5395078.31,DEBIT
05/05/2017,ISW CHARGE:ISW/135603521258/1014794871/Local syua chicken//GAZALI BARAU,100.0,5394978.31,DEBIT
05/05/2017,ISW CHARGE:ISW/135603521992/1014794871/Dvr//OGAR CLEMENT OGABOR,100.0,5394878.31,DEBIT
05/05/2017,ISW CHARGE:ISW/135603523457/1014794871/Generator service//IHEANACHOANTHONY EWU,100.0,5394778.31,DEBIT
05/05/2017,STAMP DUTY CHARGE,800.0,5393978.31,DEBIT
05/05/2017,ISW/135603521992/1014794871/Dvr//OGAR CLEMENT OGABOR,11500.0,5382478.31,DEBIT
05/05/2017,ISW/135603523457/1014794871/Generator service//IHEANACHOANTHONY EWUZIE,17000.0,5365478.31,DEBIT
05/05/2017,ISW/135603521258/1014794871/Local syua chicken//GAZALI BARAU,42500.0,5322978.31,DEBIT
08/05/2017,NEFT/INTERSWITCHNG/Goodsandservices08052,5061.75,5331513.81,CREDIT
08/05/2017,NEFT/UNIFIED PAYMENTS/VISAPayment 08May,7146.0,5338659.81,CREDIT
08/05/2017,NEFT/INTERSWITCHNG/Goodsandservices06052,10719.0,5349378.81,CREDIT
08/05/2017,NEFT/INTERSWITCHNG/Goodsandservices07052,13895.0,5363273.81,CREDIT
08/05/2017,Zenith POS Settlement for 08/05/2017,20600.0,5383873.81,CREDIT
08/05/2017,ISW CHARGE:ISW/135603528637/1014794871/Iceblock maker//GARBA IDRISDANJUMA,100.0,5383773.81,DEBIT
08/05/2017,Zenith POS Settlement Comm for08/05/2017,257.5,5383516.31,DEBIT
08/05/2017,ISW/135603528637/1014794871/Iceblock maker//GARBA IDRISDANJUMA,100000.0,5283516.31,DEBIT
09/05/2017,NEFT/UNIFIED PAYMENTS/POSPayment 09May2,1985.0,5285501.31,CREDIT
09/05/2017,NEFT/INTERSWITCHNG/Goodsandservices09052,6550.5,5292051.81,CREDIT
09/05/2017,DS87658/CD RUTH BABA,236000.0,5528051.81,CREDIT
10/05/2017,RvPosNtOnusTxnFE2000052606/04/2017,24.75,5528076.56,CREDIT
10/05/2017,Zenith POS Settlement for 10/05/2017,1100.0,5529176.56,CREDIT
10/05/2017,NEFT/INTERSWITCHNG/Goodsandservices10052,2183.5,5531360.06,CREDIT
10/05/2017,cd/pius ishaku 140917,315000.0,5846360.06,CREDIT
10/05/2017,Zenith POS Settlement Comm for10/05/2017,13.75,5846346.31,DEBIT
10/05/2017,RvPosNotOnusTxn2000052606/04/2017,3300.0,5843046.31,DEBIT
11/05/2017,NEFT/INTERSWITCHNG/Goodsandservices11052,3374.5,5846420.81,CREDIT
11/05/2017,Zenith POS Settlement for 11/05/2017,6900.0,5853320.81,CREDIT
11/05/2017,Zenith POS Settlement Comm for11/05/2017,86.25,5853234.56,DEBIT
11/05/2017,LAPS OF CHICKEN//TRF TO SAYEDFARMS LTD-ABUJA A/C,159000.0,5694234.56,DEBIT
12/05/2017,Zenith POS Settlement for 12/05/2017,8100.0,5704518.06,CREDIT
12/05/2017,ISW CHARGE:ISW/135603543677/1014794871/4small 2big//UGWU EBENEZER,100.0,5704418.06,DEBIT
12/05/2017,Zenith POS Settlement Comm for12/05/2017,101.25,5704316.81,DEBIT
12/05/2017,STAMP DUTY CHARGE,800.0,5703516.81,DEBIT
12/05/2017,rvsl-VISA POS 10 05 2017,3275.25,5700241.56,DEBIT
12/05/2017,ISW/135603543677/1014794871/4small 2big//UGWU EBENEZER,54000.0,5646241.56,DEBIT
14/05/2017,ISW CHARGE:ISW/135603545958/1014794871/Shop items//SUNDAY MICHIKA JOHN,100.0,5646141.56,DEBIT
14/05/2017,ISW CHARGE:ISW/135603546525/1014794871/15crates of eggs//MAJESTIC FARMSABUJA,100.0,5646041.56,DEBIT
14/05/2017,ISW/135603546525/1014794871/15crates of eggs//MAJESTIC FARMSABUJA,12750.0,5633291.56,DEBIT
14/05/2017,ISW/135603545958/1014794871/Shop items//SUNDAY MICHIKA JOHN,103400.0,5529891.56,DEBIT
15/05/2017,NEFT/INTERSWITCHNG/Goodsandservices14052,8138.5,5538030.06,CREDIT
15/05/2017,NEFT/INTERSWITCHNG/Goodsandservices15052,8833.25,5546863.31,CREDIT
15/05/2017,NIP/UBN/SOLOMON LB/NIB/UIP/001****179 TO WOWBAKERY CONFECTIONERY ANDPASTRIES,14000.0,5560863.31,CREDIT
15/05/2017,Zenith POS Settlement for 15/05/2017,14000.0,5574863.31,CREDIT
15/05/2017,NEFT/INTERSWITCHNG/Goodsandservices13052,18956.75,5593820.06,CREDIT
15/05/2017,DS25926/CD RUTH BABA/12-5-17,236500.0,5830320.06,CREDIT
15/05/2017,DS85752/CD RUTH BABA,257000.0,6087320.06,CREDIT
15/05/2017,ISW CHARGE:ISW/135603548350/1014794871/150bags flour//AKINOLA GBEMISOLASULIAT,100.0,6087220.06,DEBIT
15/05/2017,BREAD REQUIREMENTS//TRF TOEV MIRACLE BAKERS COMPANYNIG LTD,175600.0,5911445.06,CREDIT
15/05/2017,ISW/135603548350/1014794871/150bags flour//AKINOLA GBEMISOLASULIAT,1680000.0,4231445.06,DEBIT
16/05/2017,Zenith POS Settlement for 16/05/2017,2700.0,4234145.06,CREDIT
16/05/2017,NEFT/INTERSWITCHNG/Goodsandservices16052,6054.25,4240199.31,CREDIT
16/05/2017,DS253529/CD RUTH BABA,311475.0,4551674.31,CREDIT
16/05/2017,Zenith POS Settlement Comm for16/05/2017,33.75,4551640.56,DEBIT
16/05/2017,ISW CHARGE:ISW/135603551751/1014794871/Cooking gas refill//UGWU EBENEZER,100.0,4551540.56,DEBIT
16/05/2017,ISW CHARGE:ISW/135603553556/1014794871/Sweetner//CHINENYE JUDITH ONAH,100.0,4551440.56,DEBIT
16/05/2017,ISW/135603551751/1014794871/Cooking gas refill//UGWU EBENEZER,63000.0,4488440.56,DEBIT
16/05/2017,ISW/135603553556/1014794871/Sweetner//CHINENYE JUDITH ONAH,91250.0,4397190.56,DEBIT
17/05/2017,Zenith POS Settlement for 17/05/2017,4300.0,4401490.56,CREDIT
17/05/2017,NEFT/INTERSWITCHNG/Goodsandservices17052,5161.0,4406651.56,CREDIT
17/05/2017,Zenith POS Settlement Comm for17/05/2017,53.75,4406597.81,DEBIT
17/05/2017,ISW CHARGE:ISW/135603559648/1014794871/Crocker and gizzard//IKECHUKWU,100.0,4406497.81,DEBIT
17/05/2017,ISW/135603559648/1014794871/Crocker and gizzard//IKECHUKWU,70000.0,4336497.81,DEBIT
18/05/2017,Zenith POS Settlement for 18/05/2017,3000.0,4339497.81,CREDIT
18/05/2017,NEFT/INTERSWITCHNG/Goodsandservices18052,3176.0,4342673.81,CREDIT
18/05/2017,DS252133/CD RUTH BABA,350560.0,4693233.81,CREDIT
18/05/2017,Zenith POS Settlement Comm for18/05/2017,37.5,4693196.31,DEBIT
19/05/2017,Zenith POS Settlement for 19/05/2017,1000.0,4694196.31,CREDIT
19/05/2017,NEFT/INTERSWITCHNG/Goodsandservices19052,3473.75,4697670.06,CREDIT
19/05/2017,DS252128/CD RUTH BABA,1110500.0,6908670.06,CREDIT
19/05/2017,Zenith POS Settlement Comm for19/05/2017,12.5,6908657.56,DEBIT
19/05/2017,ISW CHARGE:ISW/135603567368/1014794871/100bags//IBRAHIM BAKO,100.0,6908557.56,DEBIT
19/05/2017,"ISW CHARGE:ISW/135603567691/1014794871/Nylon 50,000//VIVO&TECH INDUSTRIESLIMIT",100.0,6908457.56,DEBIT
19/05/2017,STAMP DUTY CHARGE,950.0,6907507.56,DEBIT
19/05/2017,"ISW/135603567691/1014794871/Nylon 50,000//VIVO&TECH INDUSTRIESLIMITED",475000.0,6432507.56,DEBIT
19/05/2017,ISW/135603567368/1014794871/100bags//IBRAHIM BAKO,1110000.0,5322507.56,DEBIT
19/05/2017,RVSL DS252128/CD RUTH BABA,1110500.0,4212007.56,DEBIT
21/05/2017,ISW ATMPyt-000180517919-PAIKOCASHPOINT 6      PAIKO        ,17000.0,4229007.56,CREDIT
22/05/2017,NEFT/INTERSWITCHNG/Goodsandservices21052,4367.0,4233374.56,CREDIT
22/05/2017,NEFT/INTERSWITCHNG/Goodsandservices22052,6550.5,4239925.06,CREDIT
22/05/2017,NEFT/INTERSWITCHNG/Goodsandservices20052,7642.25,4247567.31,CREDIT
22/05/2017,Zenith POS Settlement for 22/05/2017,20100.0,4267667.31,CREDIT
22/05/2017,cd/ruth baba 259811,579300.0,4846967.31,CREDIT
22/05/2017,Zenith POS Settlement Comm for22/05/2017,251.25,4846716.06,DEBIT
22/05/2017,REFUND//TRF TO IFEYINWAUKACHUKWU,3300.0,4843416.06,DEBIT
22/05/2017,SIX SACKS//TRF TO SAYED FARMSLTD-ABUJA A/C,152040.0,4691376.06,DEBIT
23/05/2017,NEFT/INTERSWITCHNG/Goodsandservices23052,4367.0,4695743.06,CREDIT
23/05/2017,Zenith POS Settlement for 23/05/2017,7100.0,4702843.06,CREDIT
23/05/2017,DS228365/CD RUTH BABA,170020.0,4872863.06,CREDIT
23/05/2017,Zenith POS Settlement Comm for23/05/2017,88.75,4872774.31,DEBIT
24/05/2017,NEFT/INTERSWITCHNG/Goodsandservices24052,3573.0,4878547.31,CREDIT
24/05/2017,trf frm Liz to WoW B for Cake,13000.0,4891547.31,CREDIT
24/05/2017,DS216800/CD RUTH BABA,275700.0,5167247.31,CREDIT
24/05/2017,Zenith POS Settlement Comm for24/05/2017,27.5,5167219.81,DEBIT
24/05/2017,ISW CHARGE:ISW/135603592911/1014794871/Materials for baking//ODOR FIDELISCHUKW,100.0,5167119.81,DEBIT
24/05/2017,ISW CHARGE:ISW/135603593295/1014794871/Stero//AGBAI CHUKWUDI JOSHUA,100.0,5167019.81,DEBIT
24/05/2017,ISW CHARGE:ISW/135603593461/1014794871/Sugar//IBRAHIM BAKO,100.0,5166919.81,DEBIT
24/05/2017,ISW/135603593295/1014794871/Stero//AGBAI CHUKWUDI JOSHUA,16000.0,5150919.81,DEBIT
24/05/2017,ISW/135603592911/1014794871/Materials for baking//ODOR FIDELISCHUKWUEMEKA,48800.0,5102119.81,DEBIT
24/05/2017,ISW/135603593461/1014794871/Sugar//IBRAHIM BAKO,178000.0,4924119.81,DEBIT
25/05/2017,Zenith POS Settlement for 25/05/2017,4300.0,4928419.81,CREDIT
25/05/2017,NEFT/INTERSWITCHNG/Goodsandservices25052,9925.0,4938344.81,CREDIT
25/05/2017,ds cd/ ruth baba,245350.0,5183694.81,CREDIT
25/05/2017,Zenith POS Settlement Comm for25/05/2017,53.75,5183641.06,DEBIT
26/05/2017,Rvsl:ISW CHARGE:ISW/135603603818/1014794871/Refillfor both locations//UGWU EBE,100.0,5183741.06,CREDIT
26/05/2017,Zenith POS Settlement for 26/05/2017,7300.0,5191041.06,CREDIT
26/05/2017,Rvsl:ISW/135603603818/1014794871/Refill for both locations//UGWUEBENEZER,63000.0,5254041.06,CREDIT
26/05/2017,DS54822/CDRUTH BABA,419100.0,5673141.06,CREDIT
26/05/2017,Zenith POS Settlement Comm for26/05/2017,91.25,5673049.81,DEBIT
26/05/2017,STAMP DUTY CHARGE,900.0,5672049.81,CREDIT
26/05/2017,CARRIER BAGS//TRF TO    123GLOBAL CONCEPTS,50000.0,5622049.81,DEBIT
26/05/2017,ISW/135603603818/1014794871/Refillfor both locations//UGWU EBENEZER,63000.0,5559049.81,DEBIT
28/05/2017,SMS Notification Charge May 2017,468.0,5558581.81,DEBIT
30/05/2017,Rvsl:ISW CHARGE:ISW/135603616481/1014794871/Gasfor duste and gwarimpa//UGWU EB,50.0,5558631.81,CREDIT
30/05/2017,NEFT/INTERSWITCHNG/Goodsandservices26052,4069.25,5562701.06,CREDIT
30/05/2017,NEFT/INTERSWITCHNG/Goodsandservices28052,4168.5,5566869.56,CREDIT
30/05/2017,NEFT/INTERSWITCHNG/Goodsandservices27052,5161.0,5572030.56,CREDIT
30/05/2017,NEFT/INTERSWITCHNG/Goodsandservices29052,6848.25,5578878.81,CREDIT
30/05/2017,NEFT/INTERSWITCHNG/Goodsandservices30052,12604.75,5591483.56,CREDIT
30/05/2017,Zenith POS Settlement for 30/05/2017,28500.0,5619983.56,CREDIT
30/05/2017,Rvsl:ISW/135603616481/1014794871/Gas for duste and gwarimpa//UGWUEBENEZER,49500.0,5669483.56,CREDIT
30/05/2017,cd/ruth baba 293522,1108290.0,6777773.56,CREDIT
30/05/2017,ISW CHARGE:ISW/135603616481/1014794871/Gasfor duste and gwarimpa//UGWUEBENEZE,50.0,6777723.56,DEBIT
30/05/2017,Zenith POS Settlement Comm for30/05/2017,356.25,6777367.31,DEBIT
30/05/2017,ISW/135603616481/1014794871/Gasfor duste and gwarimpa//UGWUEBENEZER,49500.0,6727867.31,DEBIT
31/05/2017,NEFT/INTERSWITCHNG/Goodsandservices31052,1091.75,6728959.06,CREDIT
31/05/2017,Zenith POS Settlement for 31/05/2017,2100.0,6731059.06,CREDIT
31/05/2017,DS 4090166/CD RUTH BABA,300250.0,7031309.06,CREDIT
31/05/2017,Zenith POS Settlement Comm for31/05/2017,26.25,7031282.81,DEBIT
31/05/2017,Acct Maint. Fee + VAT,6966.02,7024316.79,DEBIT
01/06/2017,Zenith POS Settlement for 01/06/2017,5700.0,7032498.04,CREDIT
01/06/2017,DS121694/CD RUTH BABA,305800.0,7338298.04,CREDIT
01/06/2017,ISW CHARGE:ISW/135603622541/1014794871/WOW mix//NUTRICHEMPROCUREMENT NIG LTD,50.0,7338248.04,DEBIT
01/06/2017,NIP Charge + VAT,52.5,7338195.54,DEBIT
01/06/2017,Zenith POS Settlement Comm for01/06/2017,71.25,7338124.29,DEBIT
01/06/2017,5NIP CR/UGWU EBENEZER/UNITY,49500.0,7288624.29,DEBIT
01/06/2017,LAPS 6SACKS//TRF TO SAYEDFARMS LTD-ABUJA A/C,151440.0,7137184.29,DEBIT
01/06/2017,ISW/135603622541/1014794871/WOW mix//NUTRICHEMPROCUREMENT NIG LTD,1240000.0,5897184.29,DEBIT
02/06/2017,Zenith POS Settlement for 02/06/2017,3300.0,5900484.29,CREDIT
02/06/2017,NEFT/INTERSWITCHNG/Goodsandservices02062,5359.5,5905843.79,CREDIT
02/06/2017,DS54829/CD RUTH BABA,330550.0,6236393.79,CREDIT
02/06/2017,Zenith POS Settlement Comm for02/06/2017,41.25,6236352.54,DEBIT
02/06/2017,ISW CHARGE:ISW/135603629353/1014794871/Yeast&butter//ODOR FIDELISCHUKWUEMEKA,50.0,6236302.54,DEBIT
02/06/2017,STAMP DUTY CHARGE,800.0,6235502.54,DEBIT
02/06/2017,ISW/135603629353/1014794871/Yeast&butter//ODOR FIDELISCHUKWUEMEKA,217500.0,6018002.54,DEBIT
05/06/2017,NEFT/INTERSWITCHNG/Goodsandservices03062,2183.5,6020186.04,CREDIT
05/06/2017,NEFT/INTERSWITCHNG/Goodsandservices05062,2183.5,6022369.54,CREDIT
05/06/2017,NEFT/INTERSWITCHNG/Goodsandservices04062,6352.0,6028721.54,CREDIT
05/06/2017,Zenith POS Settlement for 05/06/2017,10300.0,6039021.54,CREDIT
05/06/2017,DS67517/CD=RUTH BABA,742550.0,6781571.54,CREDIT
05/06/2017,ISW CHARGE:ISW/135603632289/1014794871/Preservative//ODOR FIDELISCHUKWUEMEKA,50.0,6781471.54,CREDIT
05/06/2017,"ISW CHARGE:ISW/135603633934/1014794871/Plainmayonise//JORPO, DOMINICSAATRE",50.0,6781421.54,DEBIT
05/06/2017,ISW CHARGE:ISW/135603635045/1014794871/Gizzard//IKECHUKWU,50.0,6781371.54,DEBIT
05/06/2017,Zenith POS Settlement Comm for05/06/2017,128.75,6781242.79,DEBIT
05/06/2017,"ISW/135603633934/1014794871/Plainmayonise//JORPO, DOMINICSAATRE",57500.0,6723742.79,DEBIT
05/06/2017,ISW/135603635045/1014794871/Gizzard//IKECHUKWU,59000.0,6664742.79,DEBIT
05/06/2017,ISW/135603632289/1014794871/Preservative//ODOR FIDELISCHUKWUEMEKA,135000.0,6529742.79,DEBIT
05/06/2017,ISW/135603632192/1014794871/Mama gold flour//IBRAHIM  BAKO,1680000.0,4849742.79,DEBIT
06/06/2017,Zenith POS Settlement for 06/06/2017,5500.0,4855242.79,CREDIT
06/06/2017,NEFT/INTERSWITCHNG/Goodsandservices06062,8932.5,4864175.29,CREDIT
06/06/2017,40023/CD/EMEKA,52500.0,4916675.29,CREDIT
06/06/2017,DS221043/CD RUTH BABA,426500.0,5343175.29,CREDIT
